farmer_land_name,fieldID,Dates,NDVI
archangelskoe,125,2019_06_10,0.2803
archangelskoe,126,2019_06_10,0.4872
archangelskoe,127,2019_06_10,0.5158
archangelskoe,128,2019_06_10,0.4698
archangelskoe,129,2019_06_10,0.4361
archangelskoe,130,2019_06_10,0.4626
archangelskoe,131,2019_06_10,0.4542000000000001
archangelskoe,132,2019_06_10,0.35100000000000003
archangelskoe,133,2019_06_10,0.33
archangelskoe,134,2019_06_10,0.3769
archangelskoe,135,2019_06_10,0.36000000000000004
archangelskoe,136,2019_06_10,0.3436
archangelskoe,137,2019_06_10,0.3121
archangelskoe,138,2019_06_10,0.4539
archangelskoe,139,2019_06_10,0.4413
archangelskoe,140,2019_06_10,0.6779000000000001
archangelskoe,141,2019_06_10,0.6529
archangelskoe,142,2019_06_10,0.6732
archangelskoe,143,2019_06_10,0.4356
archangelskoe,144,2019_06_10,0.4877
archangelskoe,145,2019_06_10,0.4576
archangelskoe,146,2019_06_10,0.4639
archangelskoe,147,2019_06_10,0.4187
archangelskoe,148,2019_06_10,0.4801
archangelskoe,149,2019_06_10,0.4684
archangelskoe,150,2019_06_10,0.4458
archangelskoe,151,2019_06_10,0.4265000000000001
archangelskoe,152,2019_06_10,0.397
archangelskoe,153,2019_06_10,0.6779000000000001
archangelskoe,154,2019_06_10,0.6772
archangelskoe,155,2019_06_10,0.7013
archangelskoe,156,2019_06_10,0.7072
archangelskoe,157,2019_06_10,0.6981
archangelskoe,158,2019_06_10,0.7284
archangelskoe,159,2019_06_10,0.6835
archangelskoe,160,2019_06_10,0.7260000000000001
archangelskoe,161,2019_06_10,0.7195
archangelskoe,162,2019_06_10,0.5419
archangelskoe,163,2019_06_10,0.4679
archangelskoe,164,2019_06_10,0.4624
archangelskoe,165,2019_06_10,0.4001
archangelskoe,166,2019_06_10,0.3176
archangelskoe,167,2019_06_10,0.3418
archangelskoe,168,2019_06_10,0.3158
archangelskoe,169,2019_06_10,0.3307
archangelskoe,170,2019_06_10,0.3852
archangelskoe,171,2019_06_10,0.4724
archangelskoe,172,2019_06_10,0.3931
archangelskoe,173,2019_06_10,0.3874
archangelskoe,174,2019_06_10,0.4569
archangelskoe,175,2019_06_10,0.4501
archangelskoe,176,2019_06_10,0.3698
archangelskoe,177,2019_06_10,0.4258
archangelskoe,178,2019_06_10,0.35500000000000004
archangelskoe,179,2019_06_10,0.6116
archangelskoe,180,2019_06_10,0.4964
archangelskoe,181,2019_06_10,0.6789000000000001
archangelskoe,182,2019_06_10,0.4402
archangelskoe,183,2019_06_10,0.4462
archangelskoe,184,2019_06_10,0.6868000000000001
archangelskoe,185,2019_06_10,0.3966
archangelskoe,186,2019_06_10,0.3667
archangelskoe,187,2019_06_10,0.4189
archangelskoe,188,2019_06_10,0.35850000000000004
archangelskoe,189,2019_06_10,0.4021
archangelskoe,190,2019_06_10,0.3677
archangelskoe,191,2019_06_10,0.3599
archangelskoe,192,2019_06_10,0.2803
archangelskoe,193,2019_06_10,0.3402
archangelskoe,194,2019_06_10,0.4012
archangelskoe,195,2019_06_10,0.5233
archangelskoe,196,2019_06_10,0.5048
archangelskoe,197,2019_06_10,0.4462
archangelskoe,198,2019_06_10,0.5008
archangelskoe,199,2019_06_10,0.32299999999999995
archangelskoe,200,2019_06_10,0.3284
archangelskoe,201,2019_06_10,0.6616000000000001
archangelskoe,202,2019_06_10,0.6806
archangelskoe,203,2019_06_10,0.4538
archangelskoe,204,2019_06_10,0.6801
archangelskoe,55,2019_06_26,0.2037
archangelskoe,56,2019_06_26,0.17470000000000002
archangelskoe,57,2019_06_26,0.17980000000000002
archangelskoe,58,2019_06_26,0.2662
archangelskoe,59,2019_06_26,0.2499
archangelskoe,60,2019_06_26,0.34540000000000004
archangelskoe,61,2019_06_26,0.2032
archangelskoe,62,2019_06_26,0.2402
archangelskoe,63,2019_06_26,0.2477
archangelskoe,64,2019_06_26,0.1976
archangelskoe,65,2019_06_26,0.2126
archangelskoe,66,2019_06_26,0.6926
archangelskoe,67,2019_06_26,0.2419
archangelskoe,68,2019_06_26,0.4575
archangelskoe,69,2019_06_26,0.2416
archangelskoe,70,2019_06_26,0.23440000000000005
archangelskoe,71,2019_06_26,0.2335
archangelskoe,72,2019_06_26,0.2263
archangelskoe,73,2019_06_26,0.1916
archangelskoe,74,2019_06_26,0.2146
archangelskoe,75,2019_06_26,0.6272
archangelskoe,76,2019_06_26,0.28925
archangelskoe,77,2019_06_26,0.4668000000000001
archangelskoe,78,2019_06_26,0.2671
archangelskoe,79,2019_06_26,0.6691
archangelskoe,80,2019_06_26,0.4289
archangelskoe,81,2019_06_26,0.30720000000000003
archangelskoe,82,2019_06_26,0.243
archangelskoe,83,2019_06_26,0.3823
archangelskoe,84,2019_06_26,0.34800000000000003
archangelskoe,85,2019_06_26,0.37
archangelskoe,86,2019_06_26,0.2267
archangelskoe,87,2019_06_26,0.3009
archangelskoe,88,2019_06_26,0.3698
archangelskoe,89,2019_06_26,0.3728
archangelskoe,90,2019_06_26,0.37
archangelskoe,91,2019_06_26,0.2494
archangelskoe,92,2019_06_26,0.2435
archangelskoe,93,2019_06_26,0.2321
archangelskoe,94,2019_06_26,0.2465
archangelskoe,95,2019_06_26,0.2106
archangelskoe,96,2019_06_26,0.2405
archangelskoe,97,2019_06_26,0.2384
archangelskoe,98,2019_06_26,0.2266
archangelskoe,99,2019_06_26,0.2431
archangelskoe,100,2019_06_26,0.2387
archangelskoe,101,2019_06_26,0.2356
archangelskoe,102,2019_06_26,0.251
archangelskoe,103,2019_06_26,0.6556000000000001
archangelskoe,104,2019_06_26,0.7283000000000001
archangelskoe,105,2019_06_26,0.2655
archangelskoe,106,2019_06_26,0.35350000000000004
archangelskoe,107,2019_06_26,0.2735
archangelskoe,108,2019_06_26,0.2544
archangelskoe,109,2019_06_26,0.184
archangelskoe,110,2019_06_26,0.1825
archangelskoe,111,2019_06_26,0.1863
archangelskoe,112,2019_06_26,0.17600000000000002
archangelskoe,113,2019_06_26,0.249
archangelskoe,114,2019_06_26,0.2431
archangelskoe,115,2019_06_26,0.2378
archangelskoe,116,2019_06_26,0.2466
archangelskoe,117,2019_06_26,0.2342
archangelskoe,118,2019_06_26,0.2295
archangelskoe,119,2019_06_26,0.2273
archangelskoe,120,2019_06_26,0.1891
archangelskoe,121,2019_06_26,0.2234
archangelskoe,122,2019_06_26,0.2018
archangelskoe,123,2019_06_26,0.1928
archangelskoe,124,2019_06_26,0.1933
archangelskoe,125,2019_06_26,0.1854
archangelskoe,126,2019_06_26,0.25570000000000004
archangelskoe,127,2019_06_26,0.25730000000000003
archangelskoe,128,2019_06_26,0.25470000000000004
archangelskoe,129,2019_06_26,0.2465
archangelskoe,130,2019_06_26,0.2458
archangelskoe,131,2019_06_26,0.2467
archangelskoe,132,2019_06_26,0.2114
archangelskoe,133,2019_06_26,0.2113
archangelskoe,134,2019_06_26,0.2102
archangelskoe,135,2019_06_26,0.219
archangelskoe,136,2019_06_26,0.2102
archangelskoe,137,2019_06_26,0.2046
archangelskoe,138,2019_06_26,0.2441
archangelskoe,139,2019_06_26,0.2365
archangelskoe,140,2019_06_26,0.3551
archangelskoe,141,2019_06_26,0.3612
archangelskoe,142,2019_06_26,0.33540000000000003
archangelskoe,143,2019_06_26,0.27340000000000003
archangelskoe,144,2019_06_26,0.2713
archangelskoe,145,2019_06_26,0.2377
archangelskoe,146,2019_06_26,0.2624
archangelskoe,147,2019_06_26,0.26430000000000003
archangelskoe,148,2019_06_26,0.2788
archangelskoe,149,2019_06_26,0.2485
archangelskoe,150,2019_06_26,0.2535
archangelskoe,151,2019_06_26,0.2495
archangelskoe,152,2019_06_26,0.2404
archangelskoe,153,2019_06_26,0.5860000000000001
archangelskoe,154,2019_06_26,0.5561
archangelskoe,155,2019_06_26,0.6191
archangelskoe,156,2019_06_26,0.6585000000000001
archangelskoe,157,2019_06_26,0.6809999999999999
archangelskoe,158,2019_06_26,0.6585000000000001
archangelskoe,159,2019_06_26,0.6986
archangelskoe,160,2019_06_26,0.6971
archangelskoe,161,2019_06_26,0.6615
archangelskoe,162,2019_06_26,0.4676
archangelskoe,163,2019_06_26,0.509
archangelskoe,164,2019_06_26,0.2386
archangelskoe,165,2019_06_26,0.2188
archangelskoe,166,2019_06_26,0.1966
archangelskoe,167,2019_06_26,0.2105
archangelskoe,168,2019_06_26,0.2124
archangelskoe,169,2019_06_26,0.198
archangelskoe,170,2019_06_26,0.2101
archangelskoe,171,2019_06_26,0.2416
archangelskoe,172,2019_06_26,0.2108
archangelskoe,173,2019_06_26,0.2222
archangelskoe,174,2019_06_26,0.242
archangelskoe,175,2019_06_26,0.2374
archangelskoe,176,2019_06_26,0.22
archangelskoe,177,2019_06_26,0.2321
archangelskoe,178,2019_06_26,0.2139
archangelskoe,179,2019_06_26,0.5268
archangelskoe,180,2019_06_26,0.29450000000000004
archangelskoe,181,2019_06_26,0.6791
archangelskoe,182,2019_06_26,0.2394
archangelskoe,183,2019_06_26,0.2564
archangelskoe,184,2019_06_26,0.3296
archangelskoe,185,2019_06_26,0.2684
archangelskoe,186,2019_06_26,0.2314
archangelskoe,187,2019_06_26,0.2281
archangelskoe,188,2019_06_26,0.234
archangelskoe,189,2019_06_26,0.2497
archangelskoe,190,2019_06_26,0.2341
archangelskoe,191,2019_06_26,0.2405
archangelskoe,192,2019_06_26,0.2326
archangelskoe,193,2019_06_26,0.2388
archangelskoe,194,2019_06_26,0.3638
archangelskoe,195,2019_06_26,0.3994
archangelskoe,196,2019_06_26,0.34440000000000004
archangelskoe,197,2019_06_26,0.3141
archangelskoe,198,2019_06_26,0.3306
archangelskoe,199,2019_06_26,0.2063
archangelskoe,200,2019_06_26,0.2172
archangelskoe,201,2019_06_26,0.6247
archangelskoe,202,2019_06_26,0.7042
archangelskoe,203,2019_06_26,0.2684
archangelskoe,204,2019_06_26,0.2641
archangelskoe,55,2019_07_12,0.202
archangelskoe,56,2019_07_12,0.17400000000000002
archangelskoe,57,2019_07_12,0.2122
archangelskoe,58,2019_07_12,0.2362
archangelskoe,59,2019_07_12,0.2331
archangelskoe,60,2019_07_12,0.2635
archangelskoe,61,2019_07_12,0.2246
archangelskoe,62,2019_07_12,0.28090000000000004
archangelskoe,63,2019_07_12,0.2903
archangelskoe,64,2019_07_12,0.2021
archangelskoe,65,2019_07_12,0.2239
archangelskoe,66,2019_07_12,0.5810000000000001
archangelskoe,67,2019_07_12,0.2416
archangelskoe,68,2019_07_12,0.3771
archangelskoe,69,2019_07_12,0.2348
archangelskoe,70,2019_07_12,0.2402
archangelskoe,71,2019_07_12,0.2402
archangelskoe,72,2019_07_12,0.2368
archangelskoe,73,2019_07_12,0.2024
archangelskoe,74,2019_07_12,0.2037
archangelskoe,75,2019_07_12,0.5681
archangelskoe,76,2019_07_12,0.2492768
archangelskoe,77,2019_07_12,0.3836
archangelskoe,78,2019_07_12,0.204
archangelskoe,79,2019_07_12,0.5688
archangelskoe,80,2019_07_12,0.499
archangelskoe,81,2019_07_12,0.2244
archangelskoe,82,2019_07_12,0.2619
archangelskoe,83,2019_07_12,0.3863
archangelskoe,84,2019_07_12,0.3043
archangelskoe,85,2019_07_12,0.34140000000000004
archangelskoe,86,2019_07_12,0.2069
archangelskoe,87,2019_07_12,0.2906
archangelskoe,88,2019_07_12,0.2791
archangelskoe,89,2019_07_12,0.264
archangelskoe,90,2019_07_12,0.25370000000000004
archangelskoe,91,2019_07_12,0.2627
archangelskoe,92,2019_07_12,0.2516
archangelskoe,93,2019_07_12,0.2433
archangelskoe,94,2019_07_12,0.2853
archangelskoe,95,2019_07_12,0.2444
archangelskoe,96,2019_07_12,0.26730000000000004
archangelskoe,97,2019_07_12,0.2491
archangelskoe,98,2019_07_12,0.2466
archangelskoe,99,2019_07_12,0.26330000000000003
archangelskoe,100,2019_07_12,0.2725
archangelskoe,101,2019_07_12,0.2582
archangelskoe,102,2019_07_12,0.2345
archangelskoe,103,2019_07_12,0.5863
archangelskoe,104,2019_07_12,0.6950000000000001
archangelskoe,105,2019_07_12,0.24
archangelskoe,106,2019_07_12,0.31880000000000003
archangelskoe,107,2019_07_12,0.2372
archangelskoe,108,2019_07_12,0.2235
archangelskoe,109,2019_07_12,0.1967
archangelskoe,110,2019_07_12,0.18000000000000002
archangelskoe,111,2019_07_12,0.1906
archangelskoe,112,2019_07_12,0.1778
archangelskoe,113,2019_07_12,0.2372
archangelskoe,114,2019_07_12,0.2317
archangelskoe,115,2019_07_12,0.2254
archangelskoe,116,2019_07_12,0.2147
archangelskoe,117,2019_07_12,0.2154
archangelskoe,118,2019_07_12,0.2327
archangelskoe,119,2019_07_12,0.2321
archangelskoe,120,2019_07_12,0.1912
archangelskoe,121,2019_07_12,0.2219
archangelskoe,122,2019_07_12,0.2192
archangelskoe,123,2019_07_12,0.2013
archangelskoe,124,2019_07_12,0.205
archangelskoe,125,2019_07_12,0.1968
archangelskoe,126,2019_07_12,0.2132
archangelskoe,127,2019_07_12,0.2092
archangelskoe,128,2019_07_12,0.2123
archangelskoe,129,2019_07_12,0.2104
archangelskoe,130,2019_07_12,0.2114
archangelskoe,131,2019_07_12,0.2138
archangelskoe,132,2019_07_12,0.2222
archangelskoe,133,2019_07_12,0.2201
archangelskoe,134,2019_07_12,0.2126
archangelskoe,135,2019_07_12,0.2343
archangelskoe,136,2019_07_12,0.2299
archangelskoe,137,2019_07_12,0.2118
archangelskoe,138,2019_07_12,0.2506
archangelskoe,139,2019_07_12,0.2379
archangelskoe,140,2019_07_12,0.2864
archangelskoe,141,2019_07_12,0.28500000000000003
archangelskoe,142,2019_07_12,0.2666
archangelskoe,143,2019_07_12,0.2339
archangelskoe,144,2019_07_12,0.28240000000000004
archangelskoe,145,2019_07_12,0.2468
archangelskoe,146,2019_07_12,0.2682
archangelskoe,147,2019_07_12,0.2706
archangelskoe,148,2019_07_12,0.2954
archangelskoe,149,2019_07_12,0.267
archangelskoe,150,2019_07_12,0.2761
archangelskoe,151,2019_07_12,0.26630000000000004
archangelskoe,152,2019_07_12,0.2446
archangelskoe,153,2019_07_12,0.4788
archangelskoe,154,2019_07_12,0.5235000000000001
archangelskoe,155,2019_07_12,0.5148
archangelskoe,156,2019_07_12,0.5343
archangelskoe,157,2019_07_12,0.5719000000000001
archangelskoe,158,2019_07_12,0.5591
archangelskoe,159,2019_07_12,0.6719
archangelskoe,160,2019_07_12,0.6642
archangelskoe,161,2019_07_12,0.6409
archangelskoe,162,2019_07_12,0.3653
archangelskoe,163,2019_07_12,0.4818
archangelskoe,164,2019_07_12,0.2384
archangelskoe,165,2019_07_12,0.2435
archangelskoe,166,2019_07_12,0.2226
archangelskoe,167,2019_07_12,0.2207
archangelskoe,168,2019_07_12,0.2413
archangelskoe,169,2019_07_12,0.2138
archangelskoe,170,2019_07_12,0.2209
archangelskoe,171,2019_07_12,0.2385
archangelskoe,172,2019_07_12,0.2242
archangelskoe,173,2019_07_12,0.2288
archangelskoe,174,2019_07_12,0.2411
archangelskoe,175,2019_07_12,0.2339
archangelskoe,176,2019_07_12,0.2257
archangelskoe,177,2019_07_12,0.2363
archangelskoe,178,2019_07_12,0.227
archangelskoe,179,2019_07_12,0.30260000000000004
archangelskoe,180,2019_07_12,0.2771
archangelskoe,181,2019_07_12,0.6889000000000001
archangelskoe,182,2019_07_12,0.249
archangelskoe,183,2019_07_12,0.25720000000000004
archangelskoe,184,2019_07_12,0.2745
archangelskoe,185,2019_07_12,0.2791
archangelskoe,186,2019_07_12,0.2385
archangelskoe,187,2019_07_12,0.25630000000000003
archangelskoe,188,2019_07_12,0.2667
archangelskoe,189,2019_07_12,0.2899
archangelskoe,190,2019_07_12,0.28750000000000003
archangelskoe,191,2019_07_12,0.2665
archangelskoe,192,2019_07_12,0.2459
archangelskoe,193,2019_07_12,0.2314
archangelskoe,194,2019_07_12,0.2883
archangelskoe,195,2019_07_12,0.32980000000000004
archangelskoe,196,2019_07_12,0.28350000000000003
archangelskoe,197,2019_07_12,0.25220000000000004
archangelskoe,198,2019_07_12,0.2632
archangelskoe,199,2019_07_12,0.245
archangelskoe,200,2019_07_12,0.2385
archangelskoe,201,2019_07_12,0.5945
archangelskoe,202,2019_07_12,0.664
archangelskoe,203,2019_07_12,0.2219
archangelskoe,204,2019_07_12,0.2328
archangelskoe,55,2019_07_28,0.2017
archangelskoe,56,2019_07_28,0.1766
archangelskoe,57,2019_07_28,0.2022
archangelskoe,58,2019_07_28,0.2252
archangelskoe,59,2019_07_28,0.1909
archangelskoe,60,2019_07_28,0.2092
archangelskoe,61,2019_07_28,0.2366
archangelskoe,62,2019_07_28,0.2281
archangelskoe,63,2019_07_28,0.2318
archangelskoe,64,2019_07_28,0.17600000000000002
archangelskoe,65,2019_07_28,0.2211
archangelskoe,66,2019_07_28,0.2467
archangelskoe,67,2019_07_28,0.25980000000000003
archangelskoe,68,2019_07_28,0.2193
archangelskoe,69,2019_07_28,0.23800000000000002
archangelskoe,70,2019_07_28,0.2241
archangelskoe,71,2019_07_28,0.2509
archangelskoe,72,2019_07_28,0.26030000000000003
archangelskoe,73,2019_07_28,0.1871
archangelskoe,74,2019_07_28,0.2081
archangelskoe,75,2019_07_28,0.3124
archangelskoe,76,2019_07_28,0.23399921875
archangelskoe,77,2019_07_28,0.2406
archangelskoe,78,2019_07_28,0.2362
archangelskoe,79,2019_07_28,0.2646
archangelskoe,80,2019_07_28,0.3035
archangelskoe,81,2019_07_28,0.2384
archangelskoe,82,2019_07_28,0.2239
archangelskoe,83,2019_07_28,0.2485
archangelskoe,84,2019_07_28,0.26980000000000004
archangelskoe,85,2019_07_28,0.2509
archangelskoe,86,2019_07_28,0.1868
archangelskoe,87,2019_07_28,0.25680000000000003
archangelskoe,88,2019_07_28,0.2236
archangelskoe,89,2019_07_28,0.2338
archangelskoe,90,2019_07_28,0.2437
archangelskoe,91,2019_07_28,0.2331
archangelskoe,92,2019_07_28,0.2187
archangelskoe,93,2019_07_28,0.2165
archangelskoe,94,2019_07_28,0.2332
archangelskoe,95,2019_07_28,0.2305
archangelskoe,96,2019_07_28,0.222
archangelskoe,97,2019_07_28,0.2218
archangelskoe,98,2019_07_28,0.2108
archangelskoe,99,2019_07_28,0.2404
archangelskoe,100,2019_07_28,0.2395
archangelskoe,101,2019_07_28,0.2252
archangelskoe,102,2019_07_28,0.2303
archangelskoe,103,2019_07_28,0.2656
archangelskoe,104,2019_07_28,0.2622
archangelskoe,105,2019_07_28,0.2058
archangelskoe,106,2019_07_28,0.3239
archangelskoe,107,2019_07_28,0.2256
archangelskoe,108,2019_07_28,0.2108
archangelskoe,109,2019_07_28,0.2468
archangelskoe,110,2019_07_28,0.1849
archangelskoe,111,2019_07_28,0.1971
archangelskoe,112,2019_07_28,0.2029
archangelskoe,113,2019_07_28,0.2031
archangelskoe,114,2019_07_28,0.2036
archangelskoe,115,2019_07_28,0.20600000000000002
archangelskoe,116,2019_07_28,0.1915
archangelskoe,117,2019_07_28,0.1827
archangelskoe,118,2019_07_28,0.26780000000000004
archangelskoe,119,2019_07_28,0.276
archangelskoe,120,2019_07_28,0.1754
archangelskoe,121,2019_07_28,0.2127
archangelskoe,122,2019_07_28,0.2105
archangelskoe,123,2019_07_28,0.1853
archangelskoe,124,2019_07_28,0.1977
archangelskoe,125,2019_07_28,0.18600000000000005
archangelskoe,126,2019_07_28,0.1872
archangelskoe,127,2019_07_28,0.1873
archangelskoe,128,2019_07_28,0.2017
archangelskoe,129,2019_07_28,0.193
archangelskoe,130,2019_07_28,0.1944
archangelskoe,131,2019_07_28,0.2011
archangelskoe,132,2019_07_28,0.2084
archangelskoe,133,2019_07_28,0.207
archangelskoe,134,2019_07_28,0.2124
archangelskoe,135,2019_07_28,0.2177
archangelskoe,136,2019_07_28,0.2149
archangelskoe,137,2019_07_28,0.1992
archangelskoe,138,2019_07_28,0.25220000000000004
archangelskoe,139,2019_07_28,0.2297
archangelskoe,140,2019_07_28,0.2213
archangelskoe,141,2019_07_28,0.2254
archangelskoe,142,2019_07_28,0.2277
archangelskoe,143,2019_07_28,0.2406
archangelskoe,144,2019_07_28,0.2304
archangelskoe,145,2019_07_28,0.2401
archangelskoe,146,2019_07_28,0.27190000000000003
archangelskoe,147,2019_07_28,0.2716
archangelskoe,148,2019_07_28,0.26930000000000004
archangelskoe,149,2019_07_28,0.2711
archangelskoe,150,2019_07_28,0.2861
archangelskoe,151,2019_07_28,0.2792
archangelskoe,152,2019_07_28,0.2395
archangelskoe,153,2019_07_28,0.2488
archangelskoe,154,2019_07_28,0.2514
archangelskoe,155,2019_07_28,0.2575
archangelskoe,156,2019_07_28,0.26
archangelskoe,157,2019_07_28,0.26430000000000003
archangelskoe,158,2019_07_28,0.26230000000000003
archangelskoe,159,2019_07_28,0.33290000000000003
archangelskoe,160,2019_07_28,0.34740000000000004
archangelskoe,161,2019_07_28,0.3115
archangelskoe,162,2019_07_28,0.25220000000000004
archangelskoe,163,2019_07_28,0.4035
archangelskoe,164,2019_07_28,0.2397
archangelskoe,165,2019_07_28,0.272
archangelskoe,166,2019_07_28,0.2441
archangelskoe,167,2019_07_28,0.24100000000000002
archangelskoe,168,2019_07_28,0.2385
archangelskoe,169,2019_07_28,0.2526
archangelskoe,170,2019_07_28,0.2404
archangelskoe,171,2019_07_28,0.2519
archangelskoe,172,2019_07_28,0.2536
archangelskoe,173,2019_07_28,0.2647
archangelskoe,174,2019_07_28,0.2566
archangelskoe,175,2019_07_28,0.2442
archangelskoe,176,2019_07_28,0.2392
archangelskoe,177,2019_07_28,0.2434
archangelskoe,178,2019_07_28,0.2327
archangelskoe,179,2019_07_28,0.2387
archangelskoe,180,2019_07_28,0.2266
archangelskoe,181,2019_07_28,0.3251
archangelskoe,182,2019_07_28,0.25070000000000003
archangelskoe,183,2019_07_28,0.27090000000000003
archangelskoe,184,2019_07_28,0.2263
archangelskoe,185,2019_07_28,0.2364
archangelskoe,186,2019_07_28,0.2323
archangelskoe,187,2019_07_28,0.20600000000000002
archangelskoe,188,2019_07_28,0.231
archangelskoe,189,2019_07_28,0.2324
archangelskoe,190,2019_07_28,0.221
archangelskoe,191,2019_07_28,0.2871
archangelskoe,192,2019_07_28,0.2406
archangelskoe,193,2019_07_28,0.2026
archangelskoe,194,2019_07_28,0.2213
archangelskoe,195,2019_07_28,0.2679
archangelskoe,196,2019_07_28,0.2313
archangelskoe,197,2019_07_28,0.2271
archangelskoe,198,2019_07_28,0.2153
archangelskoe,199,2019_07_28,0.2335
archangelskoe,200,2019_07_28,0.221
archangelskoe,201,2019_07_28,0.3168
archangelskoe,202,2019_07_28,0.28090000000000004
archangelskoe,203,2019_07_28,0.2752
archangelskoe,204,2019_07_28,0.2327
archangelskoe,55,2019_08_13,0.2095
archangelskoe,56,2019_08_13,0.2056
archangelskoe,57,2019_08_13,0.2069
archangelskoe,58,2019_08_13,0.2146
archangelskoe,59,2019_08_13,0.2005
archangelskoe,60,2019_08_13,0.2097
archangelskoe,61,2019_08_13,0.2559
archangelskoe,62,2019_08_13,0.2233
archangelskoe,63,2019_08_13,0.2284
archangelskoe,64,2019_08_13,0.1893
archangelskoe,65,2019_08_13,0.2188
archangelskoe,66,2019_08_13,0.2447
archangelskoe,67,2019_08_13,0.2637
archangelskoe,68,2019_08_13,0.2164
archangelskoe,69,2019_08_13,0.2299
archangelskoe,70,2019_08_13,0.203
archangelskoe,71,2019_08_13,0.1979
archangelskoe,72,2019_08_13,0.2378
archangelskoe,73,2019_08_13,0.1921
archangelskoe,74,2019_08_13,0.2139
archangelskoe,75,2019_08_13,0.2782
archangelskoe,76,2019_08_13,0.2014918287937744
archangelskoe,77,2019_08_13,0.2345
archangelskoe,78,2019_08_13,0.2292
archangelskoe,79,2019_08_13,0.2394
archangelskoe,80,2019_08_13,0.2831
archangelskoe,81,2019_08_13,0.2305
archangelskoe,82,2019_08_13,0.2206
archangelskoe,83,2019_08_13,0.2359
archangelskoe,84,2019_08_13,0.2534
archangelskoe,85,2019_08_13,0.225
archangelskoe,86,2019_08_13,0.2058
archangelskoe,87,2019_08_13,0.2325
archangelskoe,88,2019_08_13,0.2208
archangelskoe,89,2019_08_13,0.2302
archangelskoe,90,2019_08_13,0.2376
archangelskoe,91,2019_08_13,0.2232
archangelskoe,92,2019_08_13,0.2191
archangelskoe,93,2019_08_13,0.226
archangelskoe,94,2019_08_13,0.2358
archangelskoe,95,2019_08_13,0.24
archangelskoe,96,2019_08_13,0.2343
archangelskoe,97,2019_08_13,0.2274
archangelskoe,98,2019_08_13,0.2186
archangelskoe,99,2019_08_13,0.2499
archangelskoe,100,2019_08_13,0.2401
archangelskoe,101,2019_08_13,0.2285
archangelskoe,102,2019_08_13,0.2426
archangelskoe,103,2019_08_13,0.2551
archangelskoe,104,2019_08_13,0.25880000000000003
archangelskoe,105,2019_08_13,0.21600000000000005
archangelskoe,106,2019_08_13,0.311
archangelskoe,107,2019_08_13,0.2191
archangelskoe,108,2019_08_13,0.21100000000000002
archangelskoe,109,2019_08_13,0.2756
archangelskoe,110,2019_08_13,0.1966
archangelskoe,111,2019_08_13,0.2149
archangelskoe,112,2019_08_13,0.2351
archangelskoe,113,2019_08_13,0.2109
archangelskoe,114,2019_08_13,0.2096
archangelskoe,115,2019_08_13,0.2173
archangelskoe,116,2019_08_13,0.1991
archangelskoe,117,2019_08_13,0.192
archangelskoe,118,2019_08_13,0.29150000000000004
archangelskoe,119,2019_08_13,0.2994
archangelskoe,120,2019_08_13,0.1836
archangelskoe,121,2019_08_13,0.2235
archangelskoe,122,2019_08_13,0.2075
archangelskoe,123,2019_08_13,0.1936
archangelskoe,124,2019_08_13,0.2057
archangelskoe,125,2019_08_13,0.1983
archangelskoe,126,2019_08_13,0.1976
archangelskoe,127,2019_08_13,0.1933
archangelskoe,128,2019_08_13,0.2021
archangelskoe,129,2019_08_13,0.1978
archangelskoe,130,2019_08_13,0.2011
archangelskoe,131,2019_08_13,0.207
archangelskoe,132,2019_08_13,0.2096
archangelskoe,133,2019_08_13,0.2182
archangelskoe,134,2019_08_13,0.2109
archangelskoe,135,2019_08_13,0.2156
archangelskoe,136,2019_08_13,0.2133
archangelskoe,137,2019_08_13,0.205
archangelskoe,138,2019_08_13,0.25070000000000003
archangelskoe,139,2019_08_13,0.231
archangelskoe,140,2019_08_13,0.2198
archangelskoe,141,2019_08_13,0.2275
archangelskoe,142,2019_08_13,0.2267
archangelskoe,143,2019_08_13,0.2458
archangelskoe,144,2019_08_13,0.2284
archangelskoe,145,2019_08_13,0.2121
archangelskoe,146,2019_08_13,0.25630000000000003
archangelskoe,147,2019_08_13,0.2454
archangelskoe,148,2019_08_13,0.2149
archangelskoe,149,2019_08_13,0.2016
archangelskoe,150,2019_08_13,0.2579
archangelskoe,151,2019_08_13,0.25220000000000004
archangelskoe,152,2019_08_13,0.2295
archangelskoe,153,2019_08_13,0.2331
archangelskoe,154,2019_08_13,0.2332
archangelskoe,155,2019_08_13,0.2377
archangelskoe,156,2019_08_13,0.2523
archangelskoe,157,2019_08_13,0.25370000000000004
archangelskoe,158,2019_08_13,0.2464
archangelskoe,159,2019_08_13,0.2545
archangelskoe,160,2019_08_13,0.2717
archangelskoe,161,2019_08_13,0.2717
archangelskoe,162,2019_08_13,0.2423
archangelskoe,163,2019_08_13,0.3335
archangelskoe,164,2019_08_13,0.25630000000000003
archangelskoe,165,2019_08_13,0.255
archangelskoe,166,2019_08_13,0.2551
archangelskoe,167,2019_08_13,0.2615
archangelskoe,168,2019_08_13,0.2534
archangelskoe,169,2019_08_13,0.2548
archangelskoe,170,2019_08_13,0.1953
archangelskoe,171,2019_08_13,0.2336
archangelskoe,172,2019_08_13,0.1938
archangelskoe,173,2019_08_13,0.2063
archangelskoe,174,2019_08_13,0.2382
